songs,artist,decade,lyrics,sentiment_analysis_score,sentiment_analysis_magnitude
Cotton Eye Joe,Rednex,1990,"If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
He came to town like a midwinter storm
He rode through the fields, so handsome and strong
His eyes was his tools and his smile was his gun
But all he had come for was having some fun
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
He brought disaster wherever he went
The hearts of the girls was to Hell, broken, sent
They all ran away so nobody would know
And left only men 'cause of Cotton-Eye Joe
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?
If it hadn't been for Cotton-Eye Joe
I'd been married a long time ago
Where did you come from, where did you go?
Where did you come from, Cotton-Eye Joe?",-0.1000000015,3.900000095
Ice Ice Baby,Vanilla Ice,1990,"Yo VIP let's kick it
Ice ice baby
Ice Ice baby
All right stop collaborate and listen
Ice is back with my brand new invention
Something grabs a hold of me tightly
Flow like a harpoon daily and nightly
Will it ever stop yo I don't know
Turn off the lights and I'll glow
To the extreme I rock a mic like a vandal
Light up a stage and wax a chump like a candle
Dance go rush to the speaker that booms
I'm killing your brain like a poisonous mushroom
Deadly when I play a dope melody
Anything less than the best is a felony
Love it or leave it you better gang way
You better hit bull's eye the kid don't play
If there was a problem yo I'll solve it
Check out the hook while my DJ revolves it
Ice ice baby vanilla
Ice ice baby vanilla
Ice ice baby vanilla
Ice ice baby vanilla
Now that the party is jumping
With the bass kicked in and the vegas are pumpin'
Quick to the point to the point no faking
I'm cooking MC's like a pound of bacon
Burning them if you ain't quick and nimble
I go crazy when I hear a cymbal
And a hi-hat with a souped up tempo
I'm on a roll and it's time to go solo
Rollin' in my 5.0
With my rag-top down so my hair can blow
The girlies on standby waving just to say hi
Did you stop no I just drove by
Kept on pursuing to the next stop
I busted a left and I'm heading to the next block
The block was dead
Yo so I continued to A1A Beachfront Avenue
Girls were hot wearing less than bikinis
Rockman lovers driving Lamborghinis
Jealous 'cause I'm out getting mine
Shay with a guage and Vanilla with a nine
Ready for the chumps on the wall
The chumps acting ill because they're so full of eight balls
Gunshots rang out like a bell
I grabbed my nine all I heard were shells
Falling on the concrete real fast
Jumped in my car slammed on the gas
Bumper to bumper the avenue's packed
I'm trying to get away before the jackers jack
Police on the scene you know what I mean
They passed me up confronted all the dope fiends
If there was a problem yo I'll solve it
Check out the hook while my DJ revolves it
Ice ice baby vanilla
Ice ice baby vanilla
Ice ice baby vanilla
Ice ice baby vanilla
Take heed 'cause I'm a lyrical poet
Miami's on the scene just in case you didn't know it
My town that created all the bass sound
Enough to shake and kick holes in the ground
'Cause my style's like a chemical spill
Feasible rhymes that you can invision and feel
Conducted and formed
it's a hell of a concept
We make it hype and you want to step with this
Shay plays on the fade, slice like a ninja
Cut like a razor blade so fast other DJs say damn
If my rhyme was a drug I'd sell it by the gram
Keep my composure when it's time to get loose
Magnetized by the mic while I kick my juice
If there was a problem yo I'll solve it
Check out the hook while D-Jay revolves it
Ice ice baby vanilla
Ice ice baby (oh-oh) vanilla
Ice ice baby vanilla
Ice ice baby vanilla ice
Yo man let's get out of here
Word to your mother
Ice ice baby too cold
Ice ice baby too cold too cold
Ice Ice baby too cold too cold
Ice ice baby too cold too cold",-0.200000003,1.100000024
Wannabe,Spice Girls,1990,"[Intro: Mel B, Geri]
Ha, ha, ha
Yo, I'll tell you what I want, what I really, really want
So tell me what you want, what you really, really want
I'll tell you what I want, what I really, really want
So tell me what you want, what you really, really want
I wanna, I wanna, I wanna, I wanna
I wanna really, really, really wanna zig-a-zig ah

[Verse 1: Mel C, Emma, Mel B, Geri]
If you want my future, forget my past
If you wanna get with me, better make it fast
Now don't go wasting my precious time
Get your act together, we could be just fine

[Pre-Chorus: Mel B, Geri]
I'll tell you what I want, what I really, really want
So tell me what you want, what you really, really want
I wanna, I wanna, I wanna, I wanna
I wanna really, really, really wanna zig-a-zig ah

[Chorus: All]
If you wanna be my lover, you gotta get with my friends
(Gotta get with my friends)
Make it last forever, friendship never ends
If you wanna be my lover, you have got to give
Taking is too easy, but that's the way it is

[Verse 2: Mel C, Emma, Mel B, Geri, (Victoria)]
Oh what you think about that, now you know how I feel
Say you could handle my love, are you for real?
(Are you for real?)
I won't be hasty, I'll give you a try
If you really bug me, then I'll say goodbye

[Pre-Chorus: Mel B, Geri]
Yo, I'll tell you what I want, what I really, really want
So tell me what you want, what you really, really want
I wanna, I wanna, I wanna, I wanna
I wanna really, really, really wanna zig-a-zig ah

[Chorus: All]
If you wanna be my lover, you gotta get with my friends
(Gotta get with my friends)
Make it last forever, friendship never ends
If you wanna be my lover, you have got to give
(You've got to give)
Taking is too easy, but that's the way it is

[Verse 3: Mel B, Geri]
So here's a story from A to Z
You wanna get with me, you gotta listen carefully
We got Em in the place who likes it in your face
We got G like MC who likes it on an-
Easy V doesn't come for free, she's a real lady
And as for me, haha, you'll see
Slam your body down and wind it all around
Slam your body down and wind it all around

[Chorus: All]
If you wanna be my lover, you gotta get with my friends
(Gotta get with my friends)
Make it last forever, friendship never ends
If you wanna be my lover, you have got to give
(You've got to give)
Taking is too easy, but that's the way it is

[Outro: All, Mel B]
If you wanna be my lover
(You gotta, you gotta, you gotta, you gotta, you gotta slam)
Make it last forever
(Slam, slam, slam, slam)
Slam your body down and wind it all around
Slam your body down and wind it all around
Slam your body down and wind it all around
(Uh, Uh, Uh, Uh)
Slam your body down and zig-a-zig ah
If you wanna be my lover",0.1000000015,4.400000095
This Is How We Do It,Montell Jordan,1990,"[Intro]
(chatter)
This is how we do it!
(This is how we do it!)
Sha la la la la la lo!
Shabada lo lo lo whoa!
Lo lo lo low-oh-oh!

[Verse 1]
This is how we do it
It's Friday night, and I feel all right
The party is here on the West Side
So I reach for my 40 and I turn it up
Designated driver take the keys to my truck
Hit the 'shaw cause I'm faded
Honies in the street say, ""Monty, yo, we made it!""
It feels so good in my hood tonight
The summertime skirts and the guys in Kani
All the gangbangers forgot about the drive-by
You gotta get your groove on, before you go get paid
So tip up your cup and throw your hands up
And let me hear the party say

[Chorus]
I'm kinda buzzed and its all because
(This is how we do it)
South Central does it like nobody does
(This is how we do it)
To all my neighbors, you got much flavor
(This is how we do it)
Let's flip the track, bring the old school back
(this is how we do it)

[Verse 2]
This is how we do it, all hands are in the air
And wave them from here to there
If you're an O.G. mack or a wannabe player
You see the hood's been good to me
Ever since I was a lower-case g
But now I'm a big G
The girls see I got the money
Hundred-dollar bills y'all
If you were from where I'm from then you would know
That I gotta get mine in a big black truck
You can get yours in a '64
Whatever it is, the party's underway
So tip up your cup and throw your hands up
And let me hear the party say...

[Chorus]
I'm kinda buzzed and it's all because
(This is how we do it)
South Central does it like nobody does
(This is how we do it)
To all my neighbors you got much flavor
(This is how we do it)
Let's flip the track, bring the old school back
(This is how we do it)
I'm kinda buzzed and it's all because
(This is how we do it)
South Central does it like nobody does
(This is how we do it)
Y?N-Vee, SCC
(This is how we do it)
I'll never come wack on an old school track
(This is how we do it)

[Verse 3]
Check it out!
Once upon a time in '94
Montell made no money and life sure was slow
All they said was 6' 8"" he stood
And people thought the music that he made was good
There lived a D.J. and Paul was his name
He came up to Monty, this is what he said
You and Oji are gonna make some cash
Sell a million records and we'll make in a dash

[Chorus]
Ohh, I'm buzzin' because...
(This is how we do it)
South Central does it like nobody does
(This is how we do it)
To all my neighbors you got much flavor
(This is how we do it)
I'll never come wack on an old school track
(This is how we do it)
I'm kinda buzzed and it's all because
(This is how we do it)
South Central does it like nobody does
(This is how we do it)

[Outro]
Oh, it's party time!
(This is how we do it)
Straight up comin' from the West Side
(This is how we do it)
OGs got the flavor, yeah
(This is how we do it)
And Monty does it like nobody does
(This is how we do it)
C'mon now, Def Jam, you know what it is
(This is how we do it)",0,6.400000095
Macarena,Los Del Rio,1990,,,
Jump Around,House Of Pain,1990,"[Produced by DJ Muggs]

[Verse 1: Everlast]
Pack it up, pack it in, let me begin
I came to win, battle me, that's a sin
I won't ever slack up, punk, you better back up
Try and play the role and yo, the whole crew'll act up
Get up, stand up (C'mon!) c'mon, throw your hands up
If you've got the feeling, jump up, touch the ceiling
Muggs lets the funk flow, someone's talking junk
Yo, I bust him in the eye, and then I'll take the punk's ho
Feelin', funkin', amps in the trunk and I got more rhymes
Than there's cops at a Dunkin' Donuts shop
Sho' nuff, I got props
From the kids on the Hill plus my mom and my pops
I came to get down, I came to get down
So get out your seat and jump around!

[Chorus]
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump!

[Verse 2: Everlast]
I'll serve your ass like John McEnroe
If your girl steps up, I'm smacking the ho
Word to your moms, I came to drop bombs
I got more rhymes than the Bible's got Psalms
And just like the Prodigal Son I've returned
Anyone stepping to me, you'll get burned
'Cause I got lyrics, but you ain't got none
If you come to battle, bring your shotgun (Shotgun)
But if you do you're a fool, 'cause I duel to the death
Trying to step to me, you'll take your last breath
I got the skills, come get your fill
'Cause when I shoot the gift, I shoot to kill
I came to get down, I came to get down
So get out your seat and jump around!

[Chorus]
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump!

[Verse 3: Everlast]
I'm the cream of the crop, I rise to the top
I never eat a pig 'cause a pig is a cop
Or better yet a Terminator, like Arnold Schwarzenegger
Try to play me out like as if my name was Sega
But I ain't going out like no punk bitch
Get used to one style and yo and I might switch
It up, up and around, then buck, buck you down
Put out your head and then you wake up in the Dawn of the Dead
I'm coming to get ya, I'm coming to get ya
Spitting out lyrics, homie, I'll wet ya
I came to get down, I came to get down
So get out your seat and jump around!

[Chorus]
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump around! (Jump around!)
Jump up, jump up and get down!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump! Jump! Jump! Jump! (Everybody jump)
Jump! Jump! Jump! Jump!
Jump!

[Outro]
Yo, this is dedicated to Joe ""The Biter"" Nicolo
Grab the Bozack, punk",0.200000003,23.39999962
I Don't Want To Miss A Thing,Aerosmith,1990,"[Verse 1]
I could stay awake just to hear you breathin'
Watch you smile while you are sleeping
While you're far away and dreaming
I could spend my life in this sweet surrender
I could stay lost in this moment forever
Where every moment spent with you is a moment I treasure

[Chorus]
Don't want to close my eyes
I don't want to fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing
'Cause even when I dream of you (even when I dream)
The sweetest dream would never do
I'd still miss you, babe
And I don't want to miss a thing

[Verse 2]
Lying close to you feeling your heart beating
And I'm wondering what you're dreaming
Wonderin' if it's me you're seeing
Then I kiss your eyes and thank God we're together
And I just want to stay with you
In this moment forever
Forever and ever

[Chorus]
I don't want to close my eyes
I don't want to fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing
'Cause even when I dream of you (even when I dream)
The sweetest dream would never do
I'd still miss you, baby
And I don't want to miss a thing

[Bridge]
I don't want to miss one smile
I don't want to miss one kiss
Well, I just want to be with you
Right here with you, just like this
I just want to hold you close
I feel your heart so close to mine
And just stay here in this moment
For all the rest of time
Yeah (yeah)
Yeah (yeah)
Yeah!

[Chorus]
Don't want to close my eyes
Don't want to fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing
'Cause even when I dream of you (even when I dream)
The sweetest dream would never do
I'd still miss you, baby
And I don't want to miss a thing

[Chorus]
I don't want to close my eyes
I don't want to fall asleep
'Cause I'd miss you, baby
And I don't wanna miss a thing
'Cause even when I dream of you
The sweetest dream would never do
I'd still miss you, baby
And I don't want to miss a thing

[Outro]
Don't want to close my eyes
I don't want to fall asleep, yeah
I don't want to miss a thing",0.200000003,3.5
,,,Average,-0.0000000008278422207,
Cupid Shuffle,Cupid,2000,"Shuffle... Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
Cupid shuffle, Cupid shuffle
(Come on, come on, come on, and do the)
Down, down, do your dance, do your dance (Do the Cupid dance)
Down, down, do your dance, do your dance (Come on, don't stop)
Down, down, do your dance, do your dance (We got brand new dance)
Down, down, do your dance, do your dance (hey, hey)
Down, down, do your dance, do your dance (We got a brand new dance)
Down, down, do your dance, do your dance (oh, oh, oh)
Down, down, do your dance, do your dance (yeah, yeah)
Down, down, do your dance, do your dance (Now let me see ya do that dance)
(New style, yeah)
They say I'm a rapper, and I say no
They say, 'what you doing, trying to do some Zydeco? (Hey)
I just let the music come from my soul
So all of my people can stay on the floor (oh, oh)
They got a brand new dance (come on)
You gotta move your muscle
Brand new dance, it's called the Cupid shuffle
It don't matter if you're young or you're old (here we go)
We gonna show you how it go (hey, hey)
To the right, to the right, to the right, to the right
To the left, to the left, to the left, to the left
Now kick, now kick, now kick, now kick
Now walk it by yourself, now walk it by yourself
(Let me see you do)
Down, down, do your dance, do your dance (yeah, yeah, yeah, yeah)
Down, down, do your dance, do your dance (Ah, let me see ya do the Cupid)
Down, down, do your dance, do your dance (whoa, whoa, whoa, whoa, whoa, whoa, whoa, yeah, yeah)
Down, down, do your dance, do your dance (Come on)
Down, down, do your dance, do your dance (Let me see, let me see ya do the Cupid)
Down, down, do your dance, do your dance (Do the shuffle, baby, yeah)
Down, down, do your dance, do your dance (whoa, whoa, oh, oh)
Down, down, do your dance, do your dance (hey, hey, hey, hey, yeah, yeah)
To the right, to the right, to the right, to the right
To the left, to the left, to the left, to the left
Now kick, now kick, now kick, now kick
Now walk it by yourself, now walk it by yourself
(Let me see you do)
To the right, to the right, to the right, to the right
To the left, to the left, to the left, to the left
Now kick, now kick, now kick, now kick
Now walk it by yourself, now walk it by yourself
(Let me see you do)
Now you see what I'm talking about
I represent for the dirty south
Where we known for swinging out
I'm gonna show you what I'm talking about
Down, down, do your dance, do your dance (hey, hey)
Down, down, do your dance, do your dance
(Ah, let me see ya do the Cupid shuffle, the Cupid, Cupid shuffle)
Down, down, do your dance, do your dance
Down, down, do your dance, do your dance (the Cupid Shuffle, the Cupid, Cupid shuffle)
Down, down, do your dance, do your dance (oh, oh, oh)
Down, down, do your dance, do your dance (yeah)
Down, down, do your dance, do your dance (oh, oh, oh, oh, oh, yeah)
Down, down, do your dance, do your dance (yeah, yeah, yeah, yeah)
(Here we go, here we go)
To the right, the right, the right, the right, the right
The left, the left, the left, the left, the left
Now kick, now kick, now come on, baby, kick
Now walk it by yourself, now walk it by yourself
(Now walk wit it)
To the right, the right, the right, the right, the right
The left, the left, the left, the left, the left
Now kick, now kick, now kick, now kick
Now walk it by yourself, now walk it by yourself
(Here we go, hey)
And do the Cupid shuffle (oh, oh, oh, oh, oh)
Cupid shuffle (oh, oh, oh, oh, oh, oh, oh)
It's ya boy, Cupid, C, U, P, the I, the D
Mr. Fat on the track, got another hitting beat
(Here we go, hey)
Down, down, do your dance, do your dance (Come on, come on)
Down, down, do your dance, do your dance (Let me see you)
Down, down, do your dance, do your dance (Do your dance)
Down, down, do your dance, do your dance (hey, hey, hey)
Down, down, do your dance, do your dance (We got brand new dance)
Down, down, do your dance, do your dance (We got brand new sound)
Down, down, do your dance, do your dance (We got a brand new feel)
Down, down, do your dance, do your dance (We got a brand new style y'all)
You better watch how close we coming (uh, uh)
So get ready for the brand new style
You better watch how close we coming
(You got another one, Mr. Fat, uh, uh, yep)",-0.200000003,1.899999976
Cha-Cha Slide,Mr. C The Slide Man,2000,"This is somethin' new
The Casper Slide part 2
Featuring the Platnum Band
And this time we're gonna get funky (funky)
Funky (funky)
Everybody clap your hands
Clap, clap clap, clap your hands
Clap, clap clap, clap your hands
Alright we gonna do the basic steps
To the left
Take it back now y'all
One hop this time
Right foot let's stomp
Left foot let's stomp
Cha cha real smooth
Turn it out
To the left
Take it back now y'all
One hop this time
Right foot let's stomp
Left foot let's stomp
Cha cha now y'all
Now it's time to get funky
To the right, now
To the left
Take it back now y'all
One hop this time, one hop this time
Right foot two stomps
Left foot two stomps
Slide to the left
Slide to the right
Criss cross, criss cross
Cha cha real smooth
Let's go to work
To the left
Take it back now y'all
Two hops this time, two hops this time
Right foot two stomps
Left foot two stomps
Hands on your knees, hands on your knees
Get funky with it
Ahh yeah, come on!
Cha cha now y'all
Turn it out
To the left
Take it back now y'all
Five hops this time (pop it out now)
Right foot let's stomp
Left foot let's stomp
Right foot again
Left foot again
Right foot let's stomp
Left foot let's stomp
Freeze!
Everybody clap your hands
Come on y'all
Check it out y'all
How low can you go?
Can you go down low?
All the way to the floor
How low can you go?
Can you bring it to the top?
Like you never never stop?
Can you bring it to the top, one hop
Right foot now
Left foot now y'all
Cha cha real smooth
Turn it out
To the left
Take it back now y'all
One hop this time
One hop this time
Reverse, reverse
Slide to the left
Slide to the right
Reverse, reverse
Cha cha now y'all, cha cha again
Cha cha now y'all, cha cha again
Turn it out
To the left
Take it back now y'all
Two hops two hops
Two hops two hops
Right foot let's stomp
Left foot let's stomp
Charlie brown
Pop it out now
Slide to the right
Slide to the left
Take it back now y'all
Cha cha now y'all
Oh yeah, mhmm
Yeah (yeah) do that stuff (do it)
Oh yeah (yeah)
I'm outta here y'all, peace! (peace!)",0,2.200000048
Wobble,V.I.C.,2000,,,
I Gotta Feeling,Black Eyed Peas,2000,"I gotta feel
I gotta feeling, that tonight, that tonight
That tonight's gonna be a good, good, good, good, good
Good, good, good, good, good, good, good, good, good, good
Good, good, good, good, good, good, good, good, good, good
Good, good, good, good, good, good, good, good, good night
I feel it, woohoo
I feel it, woohoo
Tonight's the night, let's live it up
Let's live it up
Let's live it up
Let's live it up
Let's live it up
Let's live it up
Let's live it up
Fill up my cup
Fill up my cup
Fill up my cup
Let's live it up
Let's live it up
Let's live it up
Let's live it up
I gotta feeling
I gotta feeling
I gotta feeling
A feel
Feeling
Feeling
Monday, Tuesday, Wednesday and Thursday
Friday, Saturday, Saturday to Sunday
Get, get, get, get, get with us, you know what we say, say
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day, p-p-p
Party every day
A feeling, woohoo, that tonight's gonna be a good night
That tonight's gonna be a good night
That tonight's gonna be a good, good night",0.8000000119,1.700000048
Single Ladies (Put A Ring On It),Beyonce,2000,"gettin' bodied
(If you ready, get it ready) gettin' bodied
(Let's get it and drop it) hey
Give it up for my sister!
All right now
Everybody put your hands together
Do we have any single ladies in the house tonight?
sing
All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies (All the single ladies)
All the single ladies
Now put your hands up
Up in the club (club)
Just broke up (up)
I'm doing my own little thing
You decided to dip (dip)
But now you wanna trip (trip)
'Cause another brother noticed me
I'm up on him (him)
He up on me (me)
Don't pay him any attention
I cried my tears (tears)
For three good years (years)
You can't be mad at me
'Cause if you like it, then you shoulda put a ring on it
If you like it, then you shoulda put a ring on it
Don't be mad once you see that he want it
If you like it, then you shoulda put a ring on it
Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh
Whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh (whoa, oh, oh)
'Cause if you like it, then you shoulda put a ring on it
If you like it, then you shoulda put a ring on it
Don't be mad once you see that he want it
If you like it, then you shoulda put a ring on it
Now wait
I want y'all to get nice and stanky with me
Where I'm from
We do things nice and stanky
We do things nice and funky (alright y'all)
Can y'all repeat after me
You ready? Say
Hey-ay (hey-ay)
Hey ay-ay (hey ay-ay)
Hey-ay (hey-ay)
Hey ay-ay (hey ay-ay)
Hey-ay (hey-ay)
Hey ay-ay (hey ay-ay)
Hey-ay-yeah (hey-ay-yeah)
Hey-ay-ay (hey-ay-ay)
Now wait
You still ain't stankin' enough for me
Say whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh
(Sing) whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh (put your hands up)
Say whoa, oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh
(Where my ring at?)
Oh, oh, oh, oh-oh, oh, oh, oh, oh, oh, oh
Sing (whoa, oh, oh)
If you like it, then you shoulda put a ring on it
If you like it, then you shoulda put a ring on it
Don't be mad once you see that he want it (I see you)
If you like it, then you shoulda put a (ring on it)
(Whoa, oh, oh, oh) if you like it, then you shoulda put a ring on it
If you like it, then you shoulda put a ring on it
Don't be mad once you see that he want it
If you like it, then you shoulda put a ring on it
(Whoa, oh, oh, oh) hey
I love y'all",0.200000003,2.700000048
Yeah,Usher,2000,"[Produced by Lil Jon]

[Intro: Usher & Lil Jon]
Peace up, A-Town down
Yeah! Okay
Lil Jon
Yeah, yeah, yeah, yeah, yeah, yeah!
Yeah, yeah, yeah, yeah, yeah, yeah!
Let's go!

[Verse 1: Usher & Lil Jon]
I was up in the club with my homies, trying to get a lil V-I
Keep it down on the low key
You should know how it feels (hey!)
I seen shorty, she was checking up on me
From the game she was spitting in my ear
You would think that she know me
I decided to chill (okay!)
Conversation got heavy
She had me feeling like she's ready to blow (watch out!)
Ohh! (watch out)
She's saying, come get me
So I got up and followed her to the floor
She said, baby let's go
When I told her (let's go!) I said

[Chorus: Usher & Lil Jon]
(Yeah!) Yeah!
Shorty got down low said, come and get me
(Yeah!) Yeah!
I got so caught up, I forgot she told me
(Yeah!) Yeah!
Her and my girl, they used to be the best of homies
(Yeah!) Yeah!
Next thing I knew, she was all up on me screaming
Yeah (yeah!) yeah (yeah!) yeah, yeah!
Yeah (yeah!) yeah (yeah!) yeah, yeah!

[Verse 2: Usher & Lil Jon]
She's all up in my head now, got me thinking
That it might be a good idea to take her with me
Cause she's ready to leave, ready to leave now (let's go!)
And I got to keep it real now
Cause on a one to ten, she's a certified twenty
But that just ain't me (hey!)
Cause I don't know, if I take that chance
Just where's it gonna lead
But what I do know is the way she dance
Make shorty alright with me
The way she get low
I'm like, yeah, just work that out for me
She asks for one more dance, and I'm like, yeah
How the hell am I supposed to leave
(Let's go, bring the beat back!) And I say

[Chorus: Usher & Lil Jon]
(Yeah!) Yeah!
Shorty got down low said, come and get me
(Yeah!) Yeah!
I got so caught up, I forgot she told me
(Yeah!) Yeah!
Her and my girl, they used to be the best of homies
(Yeah!) Yeah!
Next thing I knew, she was all up on me screaming
Yeah (yeah!) yeah (yeah!) yeah, yeah!
Yeah (yeah!) yeah (yeah!) yeah, yeah!

[Verse 3: Ludacris & Lil Jon]
Watch out, my outfit's ridiculous
In the club looking so conspicuous
And roar, these women all on the prowl
If you hold the head steady, I'ma milk the cow (yeah!)
And forget about game, I'ma spit the truth (what?)
I won't stop till I get 'em in their birthday suit (yeah!)
So gimme the rhythm and it'll be off with their clothes
Then bend over to the front and touch your toes
I left the Jag and I took the Rolls
If they ain't cutting, then I put em on foot patrol (let's go!)
How you like me now?
When my pinky's valued over three hundred thousand
Let's drink, you the one to please (yeah!)
Ludacris fill cups like double D's (yeah!)
Me and Ursh' once more, and we leaves 'em dead
We want a lady in the street but a freak in the bed that say

[Chorus: Usher & Lil Jon]
(Yeah!) Yeah!
Shorty got down low said, come and get me
(Yeah!) Yeah!
I got so caught up, I forgot she told me
(Yeah!) Yeah!
Her and my girl, they used to be the best of homies
(Yeah!) Yeah!
Next thing I knew, she was all up on me screaming
Yeah (yeah!) yeah (yeah!) yeah, yeah!
Yeah (yeah!) yeah (yeah!) yeah, yeah!

[Outro: Ludacris & Lil Jon]
Take that and rewind it back
Lil Jon got the beat that make your booty go (clap)
Take that, rewind it back
Ursher got the voice make your booty go (clap)
Take that, rewind it back
Ludacris got the flow to make your booty go (clap)
Take that, rewind it back
Lil Jon got the beat that make your booty go (clap)

[Video Outro: Lil Jon]
Let me see you do the A-town stomp!
Do the A-town stomp!
Now do the muscle, do the muscle!
Do the muscle, do the muscle!
A thunder clap, hey! A thunder clap, hey!
A thunder clap, hey! A thunder clap, hey!
Rock a way, rock a way, rock a way, rock a way and cut!",0.1000000015,18.10000038
Hey Ya!,Outkast,2000,"One, two, three!
My baby don't mess around
'Cause she loves me so
This I know fo sho!
But does she really wanna
But can't stand to see me walk out tha door
Don't try to fight the feeling
Because the thought alone is killin' me right now
Thank God for Mom and Dad
For sticking to together
Like we don't know how
Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!
Hey ya! Hey ya!
You think you've got it
Oh, you think you've got it
But got it just don't get it when there's nothin' at all
We get together
Oh, we get together
But separate's always better when there's feelings involved
Know what they say -its
Nothing lasts forever!
Then what makes it, then what makes it
Then what makes it, then what makes it
Then what makes love the exception?
So why, oh, why, oh
Why, oh, why, oh, why, oh
Are we still in denial when we know we're not happy here
Hey ya! (y'all don't want to here me, ya just want to dance) Hey ya!
Don't want to meet your daddy (oh ohh), just want you in my caddy (oh ohh)
Hey ya! (oh, oh!) Hey ya! (oh, oh!)
Don't want to meet your momma, just want to make you cum-a (oh, oh!)
I'm (oh, oh) I'm (oh, oh) I'm just being honest! (oh, oh)
I'm just being honest!
Hey! alright now! alright now, fellas!
Yea?
Now, what cooler than being cool?
Ice cold!
I can't hear ya! I say what's, what's cooler than being cool?
Ice cold!
Alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright alright!
Okay, now ladies!
Yea?
Now we gonna break this thang down for just a few seconds
Now don't have me break this thang down for nothin'
I want to see you on your badest behavior!
Lend me some sugar, I am your neighbor!
Ah! Here we go now,
Shake it, shake it, shake it, shake it, shake it
Shake it, shake it, shake it, shake it
Shake it like a Polaroid picture! Hey ya!
Shake it, shake it, shake it, shake it, shake it
Shake it, shake it, shake it, suga!
Shake it like a Polaroid picture!
Now all the Beyonce's, and Lucy Lu's, and baby dolls
Get on tha floor get on tha floor!
Shake it like a Polaroid picture!
Oh, you! oh, you!
Hey ya!(oh, oh) Hey ya!(oh, oh)
Hey ya!(oh, oh) Hey ya!(oh, oh)
Hey ya!(oh, oh) Hey ya!(oh, oh)",0.1000000015,12.5
